Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD5153,Yadav,Bakery,Breads & Buns,Virudhunagar,2016-06-01,Central,974,0.19,185.06,Tamil Nadu
OD5154,Krithika,Snacks,Chocolates,Karur,2016-06-01,Central,1272,0.26,508.8,Tamil Nadu
OD5155,Yusuf,Snacks,Noodles,Perambalur,2017-11-11,Central,1278,0.15,575.1,Tamil Nadu
OD5160,Sudha,Food Grains,Atta & Flour,Krishnagiri,2018-12-08,Central,552,0.14,138.0,Tamil Nadu
OD5164,Hussain,"Eggs, Meat & Fish",Chicken,Vellore,2016-05-08,Central,1555,0.3,93.3,Tamil Nadu
OD5168,Vidya,Oil & Masala,Spices,Nagercoil,2018-08-07,Central,883,0.18,220.75,Tamil Nadu
OD5170,Ram,Snacks,Noodles,Vellore,2017-04-03,Central,1571,0.21,219.94,Tamil Nadu
OD5171,Alan,"Eggs, Meat & Fish",Eggs,Bodi,2016-11-08,Central,2117,0.13,910.31,Tamil Nadu
OD5173,Komal,"Eggs, Meat & Fish",Chicken,Coimbatore,2018-12-02,Central,1908,0.29,782.28,Tamil Nadu
OD5174,Amrish,Bakery,Breads & Buns,Ramanadhapuram,2015-12-03,Central,1932,0.35,270.48,Tamil Nadu
OD5175,Verma,Food Grains,Atta & Flour,Viluppuram,2016-07-04,Central,1081,0.25,140.53,Tamil Nadu
OD5176,Akash,Bakery,Biscuits,Coimbatore,2018-12-04,Central,619,0.13,198.08,Tamil Nadu
OD5177,Sudeep,Bakery,Cakes,Madurai,2017-09-04,Central,765,0.13,114.75,Tamil Nadu
OD5180,Jonas,Bakery,Biscuits,Dindigul,2016-03-08,Central,2403,0.17,360.45,Tamil Nadu
OD5182,Ridhesh,Oil & Masala,Masalas,Theni,2018-08-10,Central,523,0.3,120.29,Tamil Nadu
OD5189,Verma,Fruits & Veggies,Organic Fruits,Kanyakumari,2017-05-06,Central,2448,0.27,538.56,Tamil Nadu
OD5191,Harish,Oil & Masala,Edible Oil & Ghee,Viluppuram,2015-11-12,Central,936,0.33,56.16,Tamil Nadu
OD5192,Ganesh,Snacks,Chocolates,Cumbum,2016-04-06,Central,526,0.18,231.44,Tamil Nadu
OD5193,Roshan,Fruits & Veggies,Fresh Fruits,Namakkal,2018-02-09,Central,1523,0.35,487.36,Tamil Nadu
OD5194,Shah,Bakery,Cakes,Namakkal,2016-02-06,Central,1097,0.15,186.49,Tamil Nadu
OD5196,Jackson,Bakery,Breads & Buns,Bodi,2015-05-11,Central,2143,0.28,535.75,Tamil Nadu
OD5203,Krithika,Snacks,Noodles,Trichy,2017-05-09,Central,1076,0.3,258.24,Tamil Nadu
OD5204,Rumaiza,Oil & Masala,Masalas,Vellore,2016-03-05,Central,2125,0.2,318.75,Tamil Nadu
OD5205,Krithika,Snacks,Chocolates,Virudhunagar,2015-11-11,Central,616,0.21,178.64,Tamil Nadu
OD5207,Peer,Snacks,Cookies,Vellore,2018-08-03,Central,1969,0.22,295.35,Tamil Nadu
OD5209,Adavan,Beverages,Health Drinks,Dindigul,2016-06-08,Central,1690,0.14,608.4,Tamil Nadu
OD5211,Kumar,Food Grains,Dals & Pulses,Namakkal,2017-11-01,Central,985,0.32,216.7,Tamil Nadu
OD5212,Adavan,Snacks,Cookies,Theni,2018-09-02,Central,2202,0.34,616.56,Tamil Nadu
OD5214,Malik,Fruits & Veggies,Organic Fruits,Tenkasi,2016-04-02,Central,630,0.22,214.2,Tamil Nadu
OD5220,Hussain,Bakery,Cakes,Salem,2015-11-11,Central,2384,0.16,309.92,Tamil Nadu
OD5223,Peer,Beverages,Soft Drinks,Ooty,2015-11-02,Central,573,0.33,257.85,Tamil Nadu
OD5224,Suresh,Snacks,Noodles,Tenkasi,2017-03-03,Central,1640,0.29,360.8,Tamil Nadu
OD5227,Yusuf,Food Grains,Rice,Tirunelveli,2018-05-06,Central,2265,0.2,203.85,Tamil Nadu
OD5228,Kumar,Fruits & Veggies,Fresh Vegetables,Madurai,2016-10-01,Central,871,0.19,270.01,Tamil Nadu
OD5229,Harish,Oil & Masala,Spices,Dindigul,2016-12-12,Central,1168,0.23,256.96,Tamil Nadu
OD5232,Vince,Snacks,Chocolates,Dharmapuri,2015-12-06,Central,1425,0.17,242.25,Tamil Nadu
OD5233,Adavan,Snacks,Cookies,Kanyakumari,2018-04-04,Central,995,0.28,358.2,Tamil Nadu
OD5235,Haseena,Snacks,Chocolates,Dindigul,2016-07-12,Central,768,0.18,238.08,Tamil Nadu
OD5237,Harish,Oil & Masala,Edible Oil & Ghee,Virudhunagar,2018-07-03,Central,1003,0.26,270.81,Tamil Nadu
OD5239,Amrish,Oil & Masala,Spices,Ooty,2017-11-05,Central,965,0.35,366.7,Tamil Nadu
OD5242,Veronica,Fruits & Veggies,Organic Fruits,Coimbatore,2018-12-01,Central,856,0.11,171.2,Tamil Nadu
OD5247,Yusuf,Beverages,Health Drinks,Ramanadhapuram,2016-04-07,Central,2307,0.21,922.8,Tamil Nadu
OD5249,Sundar,Snacks,Noodles,Kanyakumari,2016-05-12,Central,1448,0.23,289.6,Tamil Nadu
OD5250,Jonas,Bakery,Cakes,Pudukottai,2015-09-02,Central,949,0.3,275.21,Tamil Nadu
OD5251,Peer,Snacks,Cookies,Krishnagiri,2016-04-02,Central,1346,0.28,296.12,Tamil Nadu
OD5252,Ridhesh,Beverages,Health Drinks,Viluppuram,2017-11-10,Central,588,0.19,47.04,Tamil Nadu
OD5253,Sheeba,Snacks,Cookies,Dharmapuri,2017-03-03,Central,1134,0.22,453.6,Tamil Nadu
OD5255,Vidya,Food Grains,Atta & Flour,Viluppuram,2017-04-08,Central,1170,0.33,409.5,Tamil Nadu
OD5259,Adavan,Oil & Masala,Spices,Tenkasi,2017-09-02,Central,1644,0.22,131.52,Tamil Nadu
OD5261,Amy,Oil & Masala,Masalas,Bodi,2016-11-07,Central,1623,0.31,194.76,Tamil Nadu
OD5262,Esther,Bakery,Biscuits,Virudhunagar,2017-03-03,Central,796,0.11,222.88,Tamil Nadu
OD5265,Vince,"Eggs, Meat & Fish",Chicken,Nagercoil,2016-08-08,East,695,0.14,83.4,Tamil Nadu
OD5266,Sabeela,Beverages,Soft Drinks,Trichy,2018-12-03,East,1136,0.26,136.32,Tamil Nadu
OD5267,James,Fruits & Veggies,Fresh Fruits,Pudukottai,2016-11-01,East,1878,0.1,319.26,Tamil Nadu
OD5273,Sudeep,Fruits & Veggies,Organic Vegetables,Ooty,2017-09-01,East,1098,0.18,417.24,Tamil Nadu
OD5279,Malik,Oil & Masala,Masalas,Nagercoil,2015-08-06,East,1356,0.28,352.56,Tamil Nadu
OD5280,Ridhesh,Beverages,Soft Drinks,Dindigul,2018-07-09,East,1985,0.23,873.4,Tamil Nadu
OD5283,Sabeela,Beverages,Soft Drinks,Chennai,2017-02-04,East,2274,0.1,204.66,Tamil Nadu
OD5285,Adavan,Snacks,Cookies,Virudhunagar,2015-07-02,East,1647,0.29,510.57,Tamil Nadu
OD5287,Sheeba,Beverages,Health Drinks,Pudukottai,2018-12-11,East,2201,0.12,660.3,Tamil Nadu
OD5292,Alan,"Eggs, Meat & Fish",Eggs,Tirunelveli,2018-10-12,East,639,0.31,217.26,Tamil Nadu
OD5293,Peer,Snacks,Chocolates,Namakkal,2015-09-01,East,770,0.13,192.5,Tamil Nadu
OD5294,Malik,Beverages,Soft Drinks,Viluppuram,2017-11-11,East,2495,0.13,249.5,Tamil Nadu
OD5300,Akash,Oil & Masala,Spices,Dharmapuri,2016-07-09,East,1508,0.22,422.24,Tamil Nadu
OD5303,Akash,"Eggs, Meat & Fish",Eggs,Chennai,2017-12-01,East,2361,0.28,755.52,Tamil Nadu
OD5306,Vidya,Snacks,Noodles,Perambalur,2015-09-07,East,1775,0.3,461.5,Tamil Nadu
OD5312,Arvind,"Eggs, Meat & Fish",Mutton,Theni,2018-09-04,East,1286,0.15,450.1,Tamil Nadu
OD5313,Surya,Food Grains,Organic Staples,Chennai,2018-11-07,East,1011,0.21,384.18,Tamil Nadu
OD5316,Surya,Beverages,Health Drinks,Tenkasi,2016-12-04,East,667,0.19,213.44,Tamil Nadu
OD5317,Ganesh,Bakery,Breads & Buns,Chennai,2015-11-03,East,632,0.22,246.48,Tamil Nadu
OD5318,Akash,Oil & Masala,Masalas,Ooty,2016-11-01,East,1783,0.12,338.77,Tamil Nadu
OD5322,Amy,Fruits & Veggies,Fresh Fruits,Trichy,2017-05-07,East,2147,0.23,901.74,Tamil Nadu
OD5323,Arutra,"Eggs, Meat & Fish",Chicken,Pudukottai,2018-11-05,East,1332,0.26,492.84,Tamil Nadu
OD5324,Verma,Oil & Masala,Edible Oil & Ghee,Virudhunagar,2017-05-07,East,773,0.19,85.03,Tamil Nadu
OD5325,Yadav,Oil & Masala,Masalas,Cumbum,2017-03-03,East,521,0.34,109.41,Tamil Nadu
OD5330,Sudeep,Bakery,Cakes,Krishnagiri,2017-09-01,East,1584,0.11,332.64,Tamil Nadu
OD5332,Ganesh,Bakery,Breads & Buns,Dindigul,2016-11-01,East,522,0.29,67.86,Tamil Nadu
OD5334,Harish,Snacks,Chocolates,Bodi,2017-03-01,East,548,0.31,126.04,Tamil Nadu
OD5337,Jackson,Bakery,Breads & Buns,Dindigul,2017-11-10,East,1731,0.34,727.02,Tamil Nadu
OD5340,Ram,Oil & Masala,Edible Oil & Ghee,Vellore,2016-12-06,East,1023,0.27,388.74,Tamil Nadu
OD5342,Ram,Oil & Masala,Masalas,Coimbatore,2018-12-10,East,826,0.32,305.62,Tamil Nadu
OD5343,Arutra,Beverages,Health Drinks,Krishnagiri,2017-03-10,East,885,0.25,371.7,Tamil Nadu
OD5344,James,Food Grains,Dals & Pulses,Trichy,2016-12-10,East,633,0.11,158.25,Tamil Nadu
OD5345,Rumaiza,Fruits & Veggies,Fresh Fruits,Salem,2018-04-11,East,2450,0.32,588.0,Tamil Nadu
OD5346,Hussain,Oil & Masala,Edible Oil & Ghee,Karur,2018-06-12,East,919,0.31,147.04,Tamil Nadu
OD5348,Komal,Food Grains,Atta & Flour,Bodi,2015-11-05,East,558,0.35,122.76,Tamil Nadu
OD5350,Hafiz,Beverages,Soft Drinks,Theni,2016-09-12,East,999,0.25,319.68,Tamil Nadu
OD5355,Sudeep,Food Grains,Organic Staples,Ramanadhapuram,2016-07-05,East,2476,0.26,643.76,Tamil Nadu
OD5356,Ganesh,Beverages,Soft Drinks,Virudhunagar,2018-11-03,East,2162,0.2,237.82,Tamil Nadu
OD5357,Sabeela,Food Grains,Organic Staples,Vellore,2016-05-03,East,2316,0.34,926.4,Tamil Nadu
OD5359,Jackson,Bakery,Breads & Buns,Coimbatore,2016-10-05,East,1343,0.16,429.76,Tamil Nadu
OD5360,James,Food Grains,Organic Staples,Theni,2018-09-10,East,881,0.17,44.05,Tamil Nadu
OD5361,Vinne,"Eggs, Meat & Fish",Eggs,Kanyakumari,2018-09-04,East,1642,0.29,558.28,Tamil Nadu
OD5363,Muneer,Oil & Masala,Edible Oil & Ghee,Kanyakumari,2015-11-05,East,1398,0.3,195.72,Tamil Nadu
OD5366,Anu,Beverages,Health Drinks,Madurai,2016-05-08,East,2138,0.25,192.42,Tamil Nadu
OD5369,Sundar,Food Grains,Atta & Flour,Trichy,2018-09-10,East,1932,0.23,309.12,Tamil Nadu
OD5370,Sabeela,Beverages,Soft Drinks,Salem,2018-09-08,East,1528,0.28,106.96,Tamil Nadu
OD5377,Peer,Food Grains,Atta & Flour,Coimbatore,2018-03-10,East,775,0.2,124.0,Tamil Nadu
OD5378,Kumar,Snacks,Cookies,Salem,2017-04-05,East,2151,0.31,795.87,Tamil Nadu
OD5381,Sudeep,"Eggs, Meat & Fish",Mutton,Chennai,2015-12-09,East,1045,0.29,459.8,Tamil Nadu
OD5384,Jonas,Beverages,Health Drinks,Tirunelveli,2017-03-08,East,861,0.22,370.23,Tamil Nadu
OD5388,Willams,Fruits & Veggies,Organic Fruits,Tenkasi,2018-11-07,East,1010,0.35,141.4,Tamil Nadu
OD5391,Amrish,Fruits & Veggies,Fresh Vegetables,Dindigul,2015-11-02,East,1845,0.11,811.8,Tamil Nadu
OD5393,Akash,Oil & Masala,Spices,Pudukottai,2015-11-02,East,1682,0.21,655.98,Tamil Nadu
OD5410,Alan,Bakery,Breads & Buns,Karur,2015-02-11,South,1774,0.17,319.32,Tamil Nadu
OD5412,Amrish,"Eggs, Meat & Fish",Mutton,Madurai,2015-09-08,South,1196,0.16,502.32,Tamil Nadu
OD5415,Haseena,Bakery,Biscuits,Virudhunagar,2018-07-03,South,1941,0.12,737.58,Tamil Nadu
OD5416,Malik,Bakery,Breads & Buns,Vellore,2015-06-02,South,2114,0.23,274.82,Tamil Nadu
OD5425,Jackson,"Eggs, Meat & Fish",Chicken,Coimbatore,2018-12-07,South,2454,0.18,1006.14,Tamil Nadu
OD5431,Vinne,Fruits & Veggies,Organic Vegetables,Viluppuram,2017-12-12,South,2014,0.35,422.94,Tamil Nadu
OD5433,Sudha,Fruits & Veggies,Fresh Fruits,Kanyakumari,2016-09-04,South,671,0.2,87.23,Tamil Nadu
OD5436,Aditi,Snacks,Noodles,Krishnagiri,2016-12-10,South,625,0.25,168.75,Tamil Nadu
OD5437,Rumaiza,Beverages,Soft Drinks,Dindigul,2016-06-11,South,765,0.24,160.65,Tamil Nadu
OD5440,Jonas,"Eggs, Meat & Fish",Eggs,Nagercoil,2015-06-01,South,2318,0.29,324.52,Tamil Nadu
OD5441,Adavan,Fruits & Veggies,Fresh Fruits,Tirunelveli,2015-04-02,South,1826,0.27,693.88,Tamil Nadu
OD5444,Roshan,Food Grains,Rice,Trichy,2017-09-11,South,1639,0.24,442.53,Tamil Nadu
OD5447,Rumaiza,Beverages,Soft Drinks,Tirunelveli,2018-06-03,South,711,0.14,63.99,Tamil Nadu
OD5450,Komal,Fruits & Veggies,Organic Fruits,Salem,2018-06-03,South,1609,0.2,353.98,Tamil Nadu
OD5451,Verma,Beverages,Health Drinks,Perambalur,2018-07-03,South,2237,0.34,492.14,Tamil Nadu
OD5455,Ravi,Food Grains,Organic Staples,Ooty,2018-11-03,South,2005,0.14,761.9,Tamil Nadu
OD5457,Ravi,Snacks,Cookies,Dindigul,2016-06-12,South,1289,0.19,206.24,Tamil Nadu
OD5458,Ravi,Beverages,Health Drinks,Viluppuram,2017-12-08,South,1291,0.35,516.4,Tamil Nadu
OD5459,Sudeep,Beverages,Soft Drinks,Dharmapuri,2016-12-03,South,2137,0.17,384.66,Tamil Nadu
OD5460,Sudha,Beverages,Health Drinks,Coimbatore,2017-01-08,South,754,0.2,67.86,Tamil Nadu
OD5464,Sabeela,Snacks,Noodles,Chennai,2017-09-02,South,2235,0.3,402.3,Tamil Nadu
OD5465,Mathew,Beverages,Health Drinks,Karur,2017-12-08,South,1722,0.31,154.98,Tamil Nadu
OD5466,Peer,Food Grains,Atta & Flour,Viluppuram,2017-12-08,South,1918,0.35,326.06,Tamil Nadu
OD5467,Shree,Snacks,Noodles,Cumbum,2018-11-04,South,619,0.22,259.98,Tamil Nadu
OD5472,Verma,Beverages,Health Drinks,Cumbum,2017-12-09,South,1849,0.16,462.25,Tamil Nadu
OD5473,Ridhesh,Bakery,Biscuits,Salem,2017-09-08,South,2386,0.22,429.48,Tamil Nadu
OD5474,Adavan,Food Grains,Dals & Pulses,Viluppuram,2018-09-05,South,1764,0.33,546.84,Tamil Nadu
OD5476,Aditi,Food Grains,Atta & Flour,Virudhunagar,2015-12-01,South,2306,0.25,392.02,Tamil Nadu
OD5478,Harish,Bakery,Cakes,Pudukottai,2016-06-09,South,2137,0.19,854.8,Tamil Nadu
OD5480,Willams,Food Grains,Organic Staples,Kanyakumari,2017-03-08,South,2044,0.19,735.84,Tamil Nadu
OD5481,Komal,Oil & Masala,Masalas,Krishnagiri,2018-06-03,South,1104,0.31,309.12,Tamil Nadu
OD5482,Mathew,Snacks,Chocolates,Chennai,2015-02-02,South,612,0.16,153.0,Tamil Nadu
OD5485,Sudha,Oil & Masala,Masalas,Madurai,2018-11-04,South,1976,0.29,197.6,Tamil Nadu
OD5486,Ganesh,"Eggs, Meat & Fish",Chicken,Madurai,2015-09-09,South,1379,0.24,193.06,Tamil Nadu
OD5487,Hussain,"Eggs, Meat & Fish",Mutton,Krishnagiri,2018-12-04,South,2208,0.1,794.88,Tamil Nadu
OD5491,Kumar,Fruits & Veggies,Fresh Fruits,Tenkasi,2015-11-10,West,2337,0.21,140.22,Tamil Nadu
OD5492,Roshan,Fruits & Veggies,Organic Fruits,Tirunelveli,2015-08-05,West,2125,0.32,595.0,Tamil Nadu
OD5493,Ramesh,Oil & Masala,Spices,Madurai,2018-09-01,West,1045,0.35,83.6,Tamil Nadu
OD5494,Aditi,Fruits & Veggies,Organic Vegetables,Kanyakumari,2018-08-12,West,2480,0.23,694.4,Tamil Nadu
OD5496,Amy,Fruits & Veggies,Organic Fruits,Vellore,2016-11-08,West,1431,0.28,472.23,Tamil Nadu
OD5497,Vidya,Fruits & Veggies,Organic Vegetables,Madurai,2018-07-08,West,1438,0.35,186.94,Tamil Nadu
OD5498,Ram,Bakery,Cakes,Cumbum,2016-10-12,West,1791,0.14,680.58,Tamil Nadu
OD5499,Harish,Fruits & Veggies,Organic Vegetables,Ramanadhapuram,2017-09-02,West,1491,0.26,357.84,Tamil Nadu
OD5502,Vince,Food Grains,Organic Staples,Karur,2017-11-09,West,1082,0.32,194.76,Tamil Nadu
OD5509,Ganesh,Fruits & Veggies,Organic Fruits,Kanyakumari,2017-06-11,West,839,0.31,318.82,Tamil Nadu
OD5515,Krithika,"Eggs, Meat & Fish",Fish,Ooty,2018-11-07,West,1629,0.12,537.57,Tamil Nadu
OD5516,Harish,Beverages,Soft Drinks,Karur,2018-08-07,West,648,0.31,77.76,Tamil Nadu
OD5518,Amrish,Beverages,Soft Drinks,Dharmapuri,2017-11-05,West,1354,0.2,541.6,Tamil Nadu
OD5519,Yusuf,Snacks,Chocolates,Trichy,2018-04-11,West,1169,0.15,409.15,Tamil Nadu
OD5521,Jonas,Snacks,Chocolates,Chennai,2018-08-12,West,883,0.24,114.79,Tamil Nadu
OD5522,Jonas,Bakery,Biscuits,Cumbum,2017-12-10,West,1545,0.35,247.2,Tamil Nadu
OD5523,Amrish,Bakery,Breads & Buns,Ramanadhapuram,2017-05-12,West,1938,0.27,368.22,Tamil Nadu
OD5524,Ram,Oil & Masala,Spices,Kanyakumari,2015-04-11,West,1455,0.32,276.45,Tamil Nadu
OD5526,Kumar,Snacks,Noodles,Dharmapuri,2018-11-10,West,1485,0.25,668.25,Tamil Nadu
OD5527,Suresh,Bakery,Cakes,Perambalur,2018-03-03,West,1841,0.27,589.12,Tamil Nadu
OD5528,Komal,Food Grains,Rice,Trichy,2018-10-07,West,1091,0.27,403.67,Tamil Nadu
OD5535,Sabeela,Bakery,Cakes,Vellore,2018-09-04,West,1576,0.3,677.68,Tamil Nadu
OD5536,Hafiz,Bakery,Breads & Buns,Nagercoil,2015-10-09,West,1463,0.17,526.68,Tamil Nadu
OD5537,Yusuf,Fruits & Veggies,Fresh Fruits,Bodi,2017-07-08,West,1460,0.27,481.8,Tamil Nadu
OD5538,Surya,Food Grains,Dals & Pulses,Madurai,2017-12-06,West,1126,0.26,157.64,Tamil Nadu
OD5539,Verma,"Eggs, Meat & Fish",Fish,Tirunelveli,2017-11-12,West,2159,0.21,194.31,Tamil Nadu
OD5543,Jonas,Oil & Masala,Masalas,Viluppuram,2018-03-09,West,1927,0.3,616.64,Tamil Nadu
OD5544,Veronica,Oil & Masala,Spices,Cumbum,2016-03-06,West,1927,0.11,501.02,Tamil Nadu
OD5547,Veronica,Snacks,Cookies,Ooty,2017-11-04,West,767,0.15,168.74,Tamil Nadu
OD5548,Ridhesh,Oil & Masala,Spices,Perambalur,2016-08-02,West,2357,0.23,872.09,Tamil Nadu
OD5551,Willams,Oil & Masala,Masalas,Namakkal,2018-09-02,West,1863,0.29,577.53,Tamil Nadu
OD5554,Ramesh,"Eggs, Meat & Fish",Chicken,Vellore,2016-12-06,West,1378,0.1,537.42,Tamil Nadu
OD5558,Amrish,Beverages,Health Drinks,Viluppuram,2015-11-02,West,1215,0.18,267.3,Tamil Nadu
OD5560,Muneer,Fruits & Veggies,Organic Vegetables,Salem,2016-05-12,West,1778,0.27,693.42,Tamil Nadu
OD5561,James,"Eggs, Meat & Fish",Fish,Tenkasi,2015-04-11,West,1559,0.17,498.88,Tamil Nadu
OD5565,Sundar,Bakery,Biscuits,Bodi,2015-08-08,West,2084,0.27,166.72,Tamil Nadu
OD5568,Yadav,Bakery,Cakes,Perambalur,2016-04-02,West,2295,0.11,780.3,Tamil Nadu
OD5576,Akash,Fruits & Veggies,Organic Fruits,Dharmapuri,2017-06-09,West,2311,0.28,323.54,Tamil Nadu
OD5581,Yusuf,Food Grains,Organic Staples,Pudukottai,2015-11-08,West,2021,0.32,727.56,Tamil Nadu
OD5584,Alan,Bakery,Cakes,Namakkal,2018-08-07,West,2398,0.24,407.66,Tamil Nadu
OD5587,Alan,Food Grains,Organic Staples,Cumbum,2015-11-01,West,1709,0.35,683.6,Tamil Nadu
OD5588,Muneer,Snacks,Chocolates,Kanyakumari,2015-12-08,West,2474,0.2,841.16,Tamil Nadu
OD5589,Jonas,Beverages,Soft Drinks,Tenkasi,2018-06-10,West,799,0.15,287.64,Tamil Nadu
OD5590,Muneer,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,2017-12-06,West,533,0.23,186.55,Tamil Nadu
OD5593,Anu,Fruits & Veggies,Organic Vegetables,Chennai,2016-12-11,West,2274,0.24,159.18,Tamil Nadu
OD5594,Malik,"Eggs, Meat & Fish",Mutton,Krishnagiri,2016-05-10,West,2316,0.12,764.28,Tamil Nadu
OD5595,Peer,Fruits & Veggies,Organic Vegetables,Tenkasi,2015-11-04,West,2436,0.11,267.96,Tamil Nadu
OD5598,Vidya,Oil & Masala,Spices,Krishnagiri,2017-08-06,West,2337,0.32,747.84,Tamil Nadu
OD5600,Sundar,Oil & Masala,Masalas,Nagercoil,2017-09-02,West,706,0.26,42.36,Tamil Nadu
OD5602,Veena,Beverages,Soft Drinks,Namakkal,2017-02-05,West,1975,0.27,553.0,Tamil Nadu
OD5605,Anu,Bakery,Breads & Buns,Ooty,2016-08-10,West,884,0.2,282.88,Tamil Nadu
OD5607,Alan,"Eggs, Meat & Fish",Eggs,Salem,2016-04-02,West,570,0.14,119.7,Tamil Nadu
OD5616,Muneer,Snacks,Chocolates,Dindigul,2018-08-07,West,1241,0.27,322.66,Tamil Nadu
OD5618,Arutra,Oil & Masala,Spices,Theni,2015-05-10,West,1561,0.21,156.1,Tamil Nadu
OD5619,Jonas,"Eggs, Meat & Fish",Chicken,Dindigul,2015-05-10,West,2442,0.15,634.92,Tamil Nadu
OD5623,Alan,"Eggs, Meat & Fish",Fish,Vellore,2018-06-08,West,1353,0.19,202.95,Tamil Nadu
OD5624,Muneer,Bakery,Cakes,Bodi,2018-09-07,West,2333,0.13,839.88,Tamil Nadu
OD5626,Ram,Beverages,Health Drinks,Madurai,2018-10-07,West,2442,0.15,805.86,Tamil Nadu
OD5627,Hussain,Beverages,Health Drinks,Dharmapuri,2015-11-04,West,2334,0.15,816.9,Tamil Nadu
OD5630,Rumaiza,Bakery,Biscuits,Kanyakumari,2018-05-07,West,1599,0.27,431.73,Tamil Nadu
OD5631,Vinne,Bakery,Breads & Buns,Theni,2016-08-10,West,1042,0.11,166.72,Tamil Nadu
OD5634,Yusuf,Fruits & Veggies,Fresh Vegetables,Nagercoil,2015-11-10,West,1024,0.16,286.72,Tamil Nadu
OD5635,Esther,Food Grains,Rice,Cumbum,2015-08-12,West,944,0.35,94.4,Tamil Nadu
OD5636,Ramesh,"Eggs, Meat & Fish",Eggs,Karur,2018-08-12,West,1154,0.23,346.2,Tamil Nadu
OD5640,Muneer,Bakery,Cakes,Namakkal,2015-12-08,West,2286,0.19,342.9,Tamil Nadu
OD5642,Sundar,Oil & Masala,Masalas,Vellore,2018-10-07,West,1448,0.26,637.12,Tamil Nadu
OD5643,Sabeela,Snacks,Cookies,Tenkasi,2018-10-02,West,1712,0.14,650.56,Tamil Nadu
OD5648,Rumaiza,Food Grains,Atta & Flour,Dindigul,2018-09-08,Central,2416,0.27,1087.2,Tamil Nadu
OD5649,Surya,Food Grains,Organic Staples,Cumbum,2017-07-02,Central,2472,0.13,494.4,Tamil Nadu
OD5650,Peer,Snacks,Noodles,Bodi,2017-03-03,Central,659,0.3,171.34,Tamil Nadu
OD5653,Esther,Snacks,Noodles,Vellore,2018-09-04,Central,1782,0.22,463.32,Tamil Nadu
OD5654,Hafiz,Snacks,Chocolates,Madurai,2016-03-01,Central,2421,0.33,266.31,Tamil Nadu
OD5655,Ganesh,Bakery,Breads & Buns,Pudukottai,2018-09-08,Central,2068,0.26,372.24,Tamil Nadu
OD5656,Veena,"Eggs, Meat & Fish",Mutton,Vellore,2017-09-05,Central,1160,0.35,382.8,Tamil Nadu
OD5658,Sabeela,Snacks,Noodles,Karur,2017-11-12,Central,1512,0.16,453.6,Tamil Nadu
OD5659,Anu,Beverages,Health Drinks,Namakkal,2016-05-04,Central,2190,0.27,262.8,Tamil Nadu
OD5660,Rumaiza,Beverages,Soft Drinks,Viluppuram,2017-12-05,East,1740,0.21,626.4,Tamil Nadu
OD5671,Ramesh,Oil & Masala,Spices,Dindigul,2016-11-03,East,1324,0.15,198.6,Tamil Nadu
OD5672,Sudeep,Bakery,Biscuits,Vellore,2015-11-01,East,2234,0.28,357.44,Tamil Nadu
OD5674,Ramesh,Bakery,Breads & Buns,Cumbum,2016-07-03,East,2368,0.17,1018.24,Tamil Nadu
OD5676,Jonas,"Eggs, Meat & Fish",Eggs,Tirunelveli,2018-12-04,East,1790,0.32,304.3,Tamil Nadu
OD5678,Sudha,Snacks,Chocolates,Kanyakumari,2018-10-09,East,1992,0.2,657.36,Tamil Nadu
OD5679,Amrish,Bakery,Breads & Buns,Tirunelveli,2016-07-03,East,1332,0.12,372.96,Tamil Nadu
OD5682,Hussain,Bakery,Biscuits,Chennai,2016-07-11,East,1302,0.27,429.66,Tamil Nadu
OD5687,Vidya,Oil & Masala,Spices,Salem,2018-04-01,South,2368,0.14,355.2,Tamil Nadu
OD5691,Veena,Food Grains,Dals & Pulses,Pudukottai,2017-11-06,South,2091,0.26,104.55,Tamil Nadu
OD5692,Krithika,Bakery,Biscuits,Tirunelveli,2016-12-05,South,2422,0.27,678.16,Tamil Nadu
OD5693,Sundar,Food Grains,Rice,Cumbum,2017-11-06,South,1311,0.35,157.32,Tamil Nadu
OD5694,Vidya,Food Grains,Dals & Pulses,Ooty,2015-07-05,South,568,0.2,62.48,Tamil Nadu
OD5696,Ram,Bakery,Biscuits,Bodi,2018-05-09,South,1106,0.21,210.14,Tamil Nadu
OD5697,Aditi,Snacks,Chocolates,Tenkasi,2016-06-11,South,1571,0.17,298.49,Tamil Nadu
OD5700,Willams,Bakery,Biscuits,Virudhunagar,2015-07-05,South,1589,0.11,444.92,Tamil Nadu
OD5702,Malik,Beverages,Health Drinks,Dindigul,2016-06-11,South,1447,0.35,202.58,Tamil Nadu
OD5703,Veena,"Eggs, Meat & Fish",Chicken,Chennai,2016-07-02,South,2465,0.13,690.2,Tamil Nadu
OD5704,Aditi,"Eggs, Meat & Fish",Chicken,Perambalur,2018-11-04,South,1840,0.32,239.2,Tamil Nadu
OD5707,Jonas,Oil & Masala,Edible Oil & Ghee,Nagercoil,2018-01-08,West,743,0.19,118.88,Tamil Nadu
OD5709,Komal,Oil & Masala,Masalas,Cumbum,2016-02-03,West,1901,0.12,684.36,Tamil Nadu
